scenario_id,method,hardware_profile,environment,range_bin_lower_m,range_bin_upper_m,attempted_fixes,valid_fixes,measurement_bias_m,measurement_rmse_m,horizontal_rmse_m,vertical_rmse_m,error_3d_rmse_m,p50_m,p90_m,p95_m,p99_m,availability,dropout_rate,los_fraction,nlos_fraction,evidence_evidence_type,evidence_source_name,evidence_source_url,evidence_source_scope,evidence_retrieved_date,evidence_confidence,evidence_caveats
scenario-000003,UWB_SS_TWR,unspecified,20x20x6m,10,20,60,60,0.0014851937276003202,0.14090302644744132,0.19361017432295927,0.6091658918317162,0.6391932285095775,0.4237490607221257,0.8990905096963271,1.2702016428557101,1.738966735266828,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000003,UWB_SS_TWR,unspecified,20x20x6m,20,30,20,20,0.08586763918045763,0.14409307957593082,0.19666760450411128,0.3003049303221512,0.3589724193265795,0.31642832281872035,0.5480385373243739,0.5534392722556002,0.5703930849193579,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000004,UWB_DS_TWR,unspecified,20x20x6m,5,10,20,20,-0.06528300740665342,0.12924846477239565,0.21924585254997564,0.6279865871041588,0.6651585506051131,0.6256016317728607,0.8942018929844404,0.9354722977459233,1.2190585588352014,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000004,UWB_DS_TWR,unspecified,20x20x6m,10,20,60,60,0.0014851937276003202,0.14090302644744132,0.19361017432295927,0.6091658918317162,0.6391932285095775,0.4237490607221257,0.8990905096963271,1.2702016428557101,1.738966735266828,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000004,UWB_DS_TWR,unspecified,20x20x6m,20,30,20,20,0.08586763918045763,0.14409307957593082,0.19666760450411128,0.3003049303221512,0.3589724193265795,0.31642832281872035,0.5480385373243739,0.5534392722556002,0.5703930849193579,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000005,UWB_DS_TWR,unspecified,20x20x6m,5,10,20,20,-0.06528300740665342,0.12924846477239565,0.21924585254997564,0.6279865871041588,0.6651585506051131,0.6256016317728607,0.8942018929844404,0.9354722977459233,1.2190585588352014,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000005,UWB_DS_TWR,unspecified,20x20x6m,10,20,60,60,0.0014851937276003202,0.14090302644744132,0.19361017432295927,0.6091658918317162,0.6391932285095775,0.4237490607221257,0.8990905096963271,1.2702016428557101,1.738966735266828,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000005,UWB_DS_TWR,unspecified,20x20x6m,20,30,20,20,0.08586763918045763,0.14409307957593082,0.19666760450411128,0.3003049303221512,0.3589724193265795,0.31642832281872035,0.5480385373243739,0.5534392722556002,0.5703930849193579,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000006,UWB_DS_TWR,unspecified,20x20x6m,5,10,20,20,-0.06528300740665342,0.12924846477239565,0.21924585254997564,0.6279865871041588,0.6651585506051131,0.6256016317728607,0.8942018929844404,0.9354722977459233,1.2190585588352014,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000006,UWB_DS_TWR,unspecified,20x20x6m,10,20,60,60,0.0014851937276003202,0.14090302644744132,0.19361017432295927,0.6091658918317162,0.6391932285095775,0.4237490607221257,0.8990905096963271,1.2702016428557101,1.738966735266828,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000006,UWB_DS_TWR,unspecified,20x20x6m,20,30,20,20,0.08586763918045763,0.14409307957593082,0.19666760450411128,0.3003049303221512,0.3589724193265795,0.31642832281872035,0.5480385373243739,0.5534392722556002,0.5703930849193579,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000007,UWB_DS_TWR,unspecified,20x20x6m,5,10,20,20,-0.06528300740665342,0.12924846477239565,0.21924585254997564,0.6279865871041588,0.6651585506051131,0.6256016317728607,0.8942018929844404,0.9354722977459233,1.2190585588352014,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000007,UWB_DS_TWR,unspecified,20x20x6m,10,20,60,60,0.0014851937276003202,0.14090302644744132,0.19361017432295927,0.6091658918317162,0.6391932285095775,0.4237490607221257,0.8990905096963271,1.2702016428557101,1.738966735266828,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000007,UWB_DS_TWR,unspecified,20x20x6m,20,30,20,20,0.08586763918045763,0.14409307957593082,0.19666760450411128,0.3003049303221512,0.3589724193265795,0.31642832281872035,0.5480385373243739,0.5534392722556002,0.5703930849193579,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000008,TDOA,unspecified,20x20x6m,5,10,20,20,-0.42976303637624025,0.703349343276414,1.036210321881027,5.041272465754461,5.146664930335649,1.8555924291119192,8.044297583124653,11.000789254701292,11.447096104607935,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000008,TDOA,unspecified,20x20x6m,10,20,60,60,13.570264855278179,68.22250398624,174.23440551003162,19401.670884928753,19402.453214868357,11.977803669652456,17535.21368651153,45968.30592404743,78271.79070732555,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000008,TDOA,unspecified,20x20x6m,20,30,20,20,0.268557136988307,0.8446095489808073,1.2337358475800555,6.644924903607649,6.758485859731394,4.5263233467614805,9.648200764669234,10.438515815671613,13.847254302876756,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000009,TDOA,unspecified,20x20x6m,5,10,20,20,-0.42976303637624025,0.703349343276414,1.036210321881027,5.041272465754461,5.146664930335649,1.8555924291119192,8.044297583124653,11.000789254701292,11.447096104607935,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000009,TDOA,unspecified,20x20x6m,10,20,60,60,13.570264855278179,68.22250398624,174.23440551003162,19401.670884928753,19402.453214868357,11.977803669652456,17535.21368651153,45968.30592404743,78271.79070732555,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000009,TDOA,unspecified,20x20x6m,20,30,20,20,0.268557136988307,0.8446095489808073,1.2337358475800555,6.644924903607649,6.758485859731394,4.5263233467614805,9.648200764669234,10.438515815671613,13.847254302876756,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000010,TDOA,unspecified,20x20x6m,5,10,20,20,-0.42976303637624025,0.703349343276414,1.036210321881027,5.041272465754461,5.146664930335649,1.8555924291119192,8.044297583124653,11.000789254701292,11.447096104607935,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000010,TDOA,unspecified,20x20x6m,10,20,60,60,13.570264855278179,68.22250398624,174.23440551003162,19401.670884928753,19402.453214868357,11.977803669652456,17535.21368651153,45968.30592404743,78271.79070732555,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000010,TDOA,unspecified,20x20x6m,20,30,20,20,0.268557136988307,0.8446095489808073,1.2337358475800555,6.644924903607649,6.758485859731394,4.5263233467614805,9.648200764669234,10.438515815671613,13.847254302876756,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000011,TDOA,unspecified,20x20x6m,5,10,20,20,-0.42976303637624025,0.703349343276414,1.036210321881027,5.041272465754461,5.146664930335649,1.8555924291119192,8.044297583124653,11.000789254701292,11.447096104607935,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000011,TDOA,unspecified,20x20x6m,10,20,60,60,13.570264855278179,68.22250398624,174.23440551003162,19401.670884928753,19402.453214868357,11.977803669652456,17535.21368651153,45968.30592404743,78271.79070732555,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000011,TDOA,unspecified,20x20x6m,20,30,20,20,0.268557136988307,0.8446095489808073,1.2337358475800555,6.644924903607649,6.758485859731394,4.5263233467614805,9.648200764669234,10.438515815671613,13.847254302876756,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000012,SX1280_RANGING,unspecified,20x20x6m,5,10,20,20,-0.06528300740665342,0.12924846477239565,0.21924585254997564,0.6279865871041588,0.6651585506051131,0.6256016317728607,0.8942018929844404,0.9354722977459233,1.2190585588352014,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000012,SX1280_RANGING,unspecified,20x20x6m,10,20,60,60,0.0014851937276003202,0.14090302644744132,0.19361017432295927,0.6091658918317162,0.6391932285095775,0.4237490607221257,0.8990905096963271,1.2702016428557101,1.738966735266828,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000012,SX1280_RANGING,unspecified,20x20x6m,20,30,20,20,0.08586763918045763,0.14409307957593082,0.19666760450411128,0.3003049303221512,0.3589724193265795,0.31642832281872035,0.5480385373243739,0.5534392722556002,0.5703930849193579,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000013,SX1280_RANGING,unspecified,20x20x6m,5,10,20,20,-0.06528300740665342,0.12924846477239565,0.21924585254997564,0.6279865871041588,0.6651585506051131,0.6256016317728607,0.8942018929844404,0.9354722977459233,1.2190585588352014,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000013,SX1280_RANGING,unspecified,20x20x6m,10,20,60,60,0.0014851937276003202,0.14090302644744132,0.19361017432295927,0.6091658918317162,0.6391932285095775,0.4237490607221257,0.8990905096963271,1.2702016428557101,1.738966735266828,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000013,SX1280_RANGING,unspecified,20x20x6m,20,30,20,20,0.08586763918045763,0.14409307957593082,0.19666760450411128,0.3003049303221512,0.3589724193265795,0.31642832281872035,0.5480385373243739,0.5534392722556002,0.5703930849193579,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000014,SX1280_RANGING,unspecified,20x20x6m,5,10,20,20,-0.06528300740665342,0.12924846477239565,0.21924585254997564,0.6279865871041588,0.6651585506051131,0.6256016317728607,0.8942018929844404,0.9354722977459233,1.2190585588352014,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000014,SX1280_RANGING,unspecified,20x20x6m,10,20,60,60,0.0014851937276003202,0.14090302644744132,0.19361017432295927,0.6091658918317162,0.6391932285095775,0.4237490607221257,0.8990905096963271,1.2702016428557101,1.738966735266828,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000014,SX1280_RANGING,unspecified,20x20x6m,20,30,20,20,0.08586763918045763,0.14409307957593082,0.19666760450411128,0.3003049303221512,0.3589724193265795,0.31642832281872035,0.5480385373243739,0.5534392722556002,0.5703930849193579,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000015,SX1280_RANGING,unspecified,20x20x6m,5,10,20,20,-0.06528300740665342,0.12924846477239565,0.21924585254997564,0.6279865871041588,0.6651585506051131,0.6256016317728607,0.8942018929844404,0.9354722977459233,1.2190585588352014,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000015,SX1280_RANGING,unspecified,20x20x6m,10,20,60,60,0.0014851937276003202,0.14090302644744132,0.19361017432295927,0.6091658918317162,0.6391932285095775,0.4237490607221257,0.8990905096963271,1.2702016428557101,1.738966735266828,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000015,SX1280_RANGING,unspecified,20x20x6m,20,30,20,20,0.08586763918045763,0.14409307957593082,0.19666760450411128,0.3003049303221512,0.3589724193265795,0.31642832281872035,0.5480385373243739,0.5534392722556002,0.5703930849193579,1.0,0.0,,,SIMULATED_MONTE_CARLO,Configured Gaussian/NLOS-bias range-error model,,"Synthetic model: N(0, 0.1500 m) range noise, plus a 0.500 m bias applied to a randomly selected 10% of attempts. Parameters come directly from this scenario's configuration, not from a measurement or a hardware-calibrated fit.",,,
scenario-000016,UWB_SS_TWR,Semtech SX1280,20x20x6m,5,10,20,20,-1.2828599749732985,2.2879646176414745,4.045972439521384,5.873391902707864,7.132084227220043,7.07172509822583,9.818077901765578,10.388127779919136,11.003985523713277,1.0,0.0,,,HARDWARE_CALIBRATED_MODEL,Bootstrap resample of Stuart Robinson SX1280 short-range errors,https://stuartsprojects.github.io/2019/04/26/Semtech-SX1280-2-4Ghz-LoRa-ranging-tranceivers.html,"Resampling model built from Stuart Robinson's six published short-range SX1280 ranging observations (0-250 m, one hardware/environment configuration). The model draws errors with replacement from those six values; it does not condition on range, bandwidth, spreading factor, center frequency, LOS/NLOS state, temperature, oscillator, orientation or hardware, because six unrepeated points cannot support fitting any of those dependencies. Treat this as a rough, small-sample stand-in for a real conditional error model, not a validated one. It must not be used to claim SX1280 accuracy at ranges outside 0-250 m.",,,
scenario-000016,UWB_SS_TWR,Semtech SX1280,20x20x6m,10,20,60,60,-0.48570955050469594,2.4861662591299196,3.638324571281382,6.7273388347614835,7.648169289684941,7.46353086727854,10.231749401358913,10.51161968303135,11.27677830035459,1.0,0.0,,,HARDWARE_CALIBRATED_MODEL,Bootstrap resample of Stuart Robinson SX1280 short-range errors,https://stuartsprojects.github.io/2019/04/26/Semtech-SX1280-2-4Ghz-LoRa-ranging-tranceivers.html,"Resampling model built from Stuart Robinson's six published short-range SX1280 ranging observations (0-250 m, one hardware/environment configuration). The model draws errors with replacement from those six values; it does not condition on range, bandwidth, spreading factor, center frequency, LOS/NLOS state, temperature, oscillator, orientation or hardware, because six unrepeated points cannot support fitting any of those dependencies. Treat this as a rough, small-sample stand-in for a real conditional error model, not a validated one. It must not be used to claim SX1280 accuracy at ranges outside 0-250 m.",,,
